X,Y,concentration,wind_speed,wind_dir
3.925,2.725,0.93992,0.02024,125.42577
4.325,3.075,0.99498,0.03868,316.50854
4.425,2.925,0.97968,0.05001,305.46042
4.925,3.075,0.98192,0.06303,282.82361
4.875,2.825,0.98582,0.07987,282.98709
4.825,3.025,1.00241,0.08029,289.40085
4.575,2.875,0.99976,0.06739,289.54002
5.175,3.025,0.87918,0.01408,205.619
5.475,2.725,0.78691,0.09009,89.89188
5.275,2.925,0.8319,0.04474,100.36555
5.025,2.775,0.93237,0.04932,284.45324
5.125,2.725,0.90516,0.0268,315.95257
0.275,3.325,0.85459,0.0557,330.83051
0.025,3.575,0.86201,0.07668,270.74726
0.425,3.575,0.85258,0.01731,301.02621
0.275,3.225,0.84379,0.05669,346.49326
0.025,3.425,0.86112,0.06001,273.81217
0.575,3.425,0.84867,0.05557,10.4727
0.975,3.525,0.8355,0.05286,16.24763
0.875,3.575,0.84019,0.04201,27.91925
0.675,3.175,0.82493,0.08406,9.02755
0.625,3.275,0.83851,0.08144,8.18184
1.225,3.275,0.82957,0.0729,5.3837
1.425,3.575,0.86574,0.03246,1.37695
1.325,3.425,0.83566,0.05544,7.23269
1.125,3.425,0.83323,0.06221,10.04372
1.575,3.175,0.82912,0.07255,7.46886
2.025,3.375,0.8426,0.08321,30.10873
1.875,3.225,0.83432,0.0776,13.3665
1.675,3.425,0.84963,0.06085,13.91065
1.925,3.575,0.86483,0.05884,28.70372
1.875,3.525,0.8651,0.05003,18.27561
2.275,3.325,0.90797,0.084,37.33779
2.275,3.575,0.85667,0.0919,44.62086
2.425,3.325,1.11284,0.08767,44.2467
2.225,3.475,0.85285,0.09174,41.21237
2.725,3.275,1.08762,0.11656,47.42342
3.275,3.175,0.89031,0.03668,56.99447
3.075,3.275,0.91019,0.08892,40.84102
3.075,3.325,0.94305,0.09821,34.0509
3.125,3.575,1.04848,0.10754,25.65484
3.125,3.375,0.93864,0.10179,30.72725
3.725,3.375,0.92926,0.07051,357.30925
3.825,3.225,0.95996,0.02976,346.63159
3.325,3.175,0.90418,0.03614,61.16559
3.375,3.475,0.9508,0.09436,19.86949
3.725,3.225,0.95077,0.02919,353.05512
4.325,3.325,0.99967,0.09692,326.48046
3.975,3.475,1.00753,0.09378,345.29251
4.075,3.475,1.01929,0.09643,342.10434
4.025,3.325,0.97329,0.05923,346.21716
3.875,3.225,0.966,0.0347,343.43993
4.775,3.375,0.99115,0.07207,306.55985
4.475,3.575,1.0081,0.10331,324.94392
4.875,3.275,0.98268,0.06254,297.81487
4.575,3.275,1.00989,0.09128,309.73726
4.825,3.575,0.97838,0.05243,309.51315
5.475,3.275,0.83346,0.06325,88.88575
5.325,3.375,0.86663,0.04048,84.79788
5.175,3.525,0.93321,0.02932,254.71231
5.125,3.475,0.94826,0.03953,280.37745
5.025,3.525,0.9596,0.035,285.49344
0.075,3.875,0.86674,0.0707,265.30232
0.175,3.625,0.86105,0.07059,272.37074
0.225,3.925,0.86993,0.0627,244.67338
0.275,3.975,0.87058,0.05741,233.02831
0.225,3.975,0.87016,0.06274,241.33925
0.875,3.675,0.84606,0.01854,51.98681
0.925,3.975,0.88714,0.05057,185.42422
0.625,3.675,0.84815,0.00901,96.50175
1.075,3.725,0.86335,0.00838,133.35513
0.675,4.025,0.87838,0.0556,187.48161
1.475,3.675,0.87643,0.01781,306.11723
1.375,3.975,0.89222,0.05258,210.93572
1.225,3.975,0.89619,0.05978,204.3099
1.525,3.975,0.89051,0.06072,213.87328
1.475,3.725,0.89048,0.04084,227.45078
2.175,3.725,0.85747,0.08808,46.22357
1.675,3.675,0.88483,0.02164,332.14403
2.175,4.025,0.87046,0.01732,25.61834
2.175,3.775,0.85887,0.08948,47.44117
1.975,3.725,0.87993,0.02689,4.65039
2.525,3.875,0.86929,0.09928,47.72282
2.725,3.625,1.08422,0.09741,44.43018
2.575,3.825,0.89292,0.09677,47.77251
2.275,3.675,0.85885,0.09006,48.52021
2.225,4.025,0.8686,0.03265,35.82738
3.025,3.825,0.99644,0.08959,19.66673
3.025,3.775,1.02649,0.09012,24.12774
3.275,3.875,0.96566,0.09715,0.50129
3.025,3.725,1.05081,0.09443,25.06711
2.925,4.025,0.88643,0.08619,17.27233
3.425,4.025,0.92282,0.09746,350.69424
3.325,3.675,1.04394,0.10048,10.74856
3.675,3.675,1.03679,0.10152,348.54618
3.775,3.825,0.96893,0.10032,342.48618
3.325,3.875,0.97057,0.09807,359.62025
3.875,3.925,0.96083,0.10958,341.30711
3.875,3.775,0.98813,0.10586,341.00192
3.975,3.625,1.03969,0.10349,342.17961
4.125,3.975,0.959,0.09071,335.27427
4.275,3.775,0.97144,0.1059,329.55585
4.675,3.725,0.9796,0.06239,315.83126
4.625,3.775,0.97818,0.06265,318.24798
4.825,3.675,0.97781,0.05465,314.12521
4.425,3.725,0.97075,0.09048,324.75898
4.925,3.975,0.9741,0.04256,331.37557
5.475,4.025,0.87577,0.07612,89.67634
5.325,3.675,0.89297,0.01441,26.36944
5.225,3.975,0.92879,0.0311,315.26055
5.075,3.875,0.96642,0.03569,318.89715
5.375,3.775,0.87612,0.04413,80.33275
0.375,4.275,0.88362,0.04571,204.20431
0.225,4.325,0.8765,0.03403,224.77382
0.475,4.375,0.88679,0.04236,189.63578
0.325,4.225,0.8814,0.04665,210.90268
0.125,4.325,0.87064,0.0218,241.56574
0.975,4.075,0.89758,0.06383,187.96125
0.725,4.275,0.89695,0.06668,188.04382
0.675,4.125,0.89112,0.06972,189.55285
0.725,4.075,0.88921,0.06398,187.73371
0.825,4.275,0.89916,0.07097,189.31765
1.125,4.125,0.89882,0.06635,193.74093
1.375,4.275,0.89462,0.07633,191.27902
1.475,4.425,0.88923,0.08718,184.12448
1.325,4.175,0.897,0.07182,195.74704
1.425,4.175,0.8906,0.05728,203.62021
1.725,4.175,0.88,0.06162,206.88939
2.125,4.225,0.87002,0.03186,205.35045
1.975,4.475,0.87183,0.05402,181.35787
1.675,4.225,0.8827,0.07229,199.39739
1.975,4.075,0.87305,0.04057,232.64149
2.675,4.425,0.87276,0.03631,9.55829
2.675,4.175,0.86529,0.06844,24.42317
2.625,4.425,0.87272,0.02166,8.6315
2.225,4.425,0.86622,0.02285,182.20742
2.375,4.125,0.86627,0.03593,32.96037
2.975,4.325,0.87398,0.05388,8.37672
2.975,4.075,0.88208,0.084,15.565
3.175,4.075,0.88631,0.07335,9.55864
3.275,4.325,0.8818,0.06422,353.76917
2.825,4.325,0.8685,0.05536,19.69838
3.375,4.375,0.88669,0.05508,351.42705
3.475,4.275,0.89033,0.06931,344.99138
3.475,4.475,0.92143,0.02213,345.82563
3.575,4.475,0.98582,0.00308,290.55605
3.825,4.175,0.9595,0.06589,333.91717
4.225,4.425,1.00245,0.01994,343.90069
3.875,4.275,1.00144,0.02226,312.23213
4.075,4.375,1.00645,0.01744,325.89079
4.125,4.475,1.00423,0.01217,351.73004
4.125,4.325,1.00552,0.02077,326.11099
4.825,4.275,0.95586,0.04875,327.54864
4.425,4.225,0.99861,0.02774,336.64142
4.425,4.375,0.99274,0.03266,345.47875
4.875,4.375,0.94632,0.03024,280.90485
4.575,4.175,0.98805,0.035,327.81761
5.475,4.325,0.76322,0.0,180.0
5.125,4.475,0.90421,0.06951,179.07675
5.325,4.125,0.92155,0.02017,63.75255
4.975,4.275,0.94327,0.0377,326.14976
5.325,4.225,0.91191,0.03491,84.52621
